Geneid	Chr	Start	End	Strand	Length	dump/SRR6754132_subread.bam	dump/SRR6754133_subread.bam	dump/SRR6754134_subread.bam	dump/SRR6754135_subread.bam	dump/SRR6754136_subread.bam	dump/SRR6754137_subread.bam	dump/SRR6754138_subread.bam	dump/SRR6754139_subread.bam	dump/SRR6754140_subread.bam
n-R5s23	chr18	24686168	24686282	-	115	0	0	0	0	0	0	1	0	0
Gm9955	chr18	24709040	24709348	-	309	0	0	0	0	0	0	0	0	0
Fhod3	chr18	24709445	25133500	+	424056	590	915	448	174	169	237	873	757	679
Gm24294	chr18	24761163	24761439	+	277	0	0	0	0	0	0	0	0	0
Tpgs2	chr18	25127223	25169007	-	41785	498	596	475	1501	1343	1212	398	717	386
AW554918	chr18	25168999	25467321	+	298323	436	1203	674	198	491	650	261	133	113
Gm16558	chr18	25391801	25392332	+	532	0	11	0	0	1	0	0	0	0
Celf4	chr18	25477632	25753983	-	276352	35	413	86	480	505	552	164	95	100
Gm25845	chr18	25598145	25598454	-	310	0	0	0	0	0	0	0	0	0
Gm7847	chr18	25823581	25824357	-	777	2	7	1	7	7	8	0	2	4
Gm23674	chr18	26495435	26495565	+	131	0	0	0	0	0	0	0	0	0
Gm26106	chr18	26928102	26928329	-	228	0	0	0	0	0	0	0	0	0
Gm7729	chr18	27598644	27599756	+	1113	223	222	107	1349	1408	1190	182	243	291
Gm24246	chr18	28309760	28309891	+	132	0	5	0	0	0	0	0	0	0
Pik3c3	chr18	30272747	30348126	+	75380	354	417	727	536	617	733	738	467	698
Rpl29-ps5	chr18	30459083	30459559	-	477	14	16	8	64	57	47	38	36	31
Gm22870	chr18	30476407	30476518	+	112	0	0	0	0	0	0	0	0	0
Gm7936	chr18	30495001	30495375	-	375	307	248	295	223	199	192	426	402	307
Rit2	chr18	30973489	31317290	-	343802	126	966	124	3	0	2	68	40	0
Gm23283	chr18	31389994	31390103	-	110	0	1	0	0	0	0	0	0	0
Syt4	chr18	31437808	31447415	-	9608	6	7	2	0	0	0	0	25	0
Gm26658	chr18	31440318	31449099	+	8782	0	3	2	0	0	0	0	14	0
Gm25396	chr18	31466235	31466367	-	133	0	0	0	0	0	0	0	0	0
Slc25a46	chr18	31580168	31609902	-	29735	1153	1328	1265	2041	3580	3285	4973	3344	3940
B930094E09Rik	chr18	31609512	31610751	+	1240	162	151	112	354	491	522	767	518	596
Sap130	chr18	31634371	31723061	+	88691	2692	2832	3103	3277	4066	3298	1497	1199	1147
Ammecr1l	chr18	31759824	31784071	+	24248	1922	1746	1868	936	1747	1668	954	1196	780
Gm26533	chr18	31781226	31789045	-	7820	1067	894	907	534	892	788	480	550	435
Polr2d	chr18	31789159	31796642	+	7484	1511	1314	1063	4503	4003	3917	2231	2151	2518
Wdr33	chr18	31804057	31908987	+	104931	3475	4582	4236	3490	3897	4103	3578	3174	2825
Gm6665	chr18	31819862	31820413	-	552	1180	1461	1662	168	123	122	297	208	162
Gm26823	chr18	31859082	31861764	-	2683	21	41	8	4	1	0	2	0	2
Sft2d3	chr18	31909094	31911903	-	2810	182	273	326	179	143	128	231	124	130
Lims2	chr18	31931507	31958619	+	27113	1254	1456	1825	192	54	134	274	102	85
Gpr17	chr18	31942997	31949636	-	6640	180	213	230	37	3	21	33	15	11
Myo7b	chr18	31959234	32036961	-	77728	133	232	66	14	12	16	35	9	10
Gm16344	chr18	32021740	32026610	+	4871	0	0	0	1	0	0	0	0	0
Gm16345	chr18	32031089	32031246	+	158	6	5	4	11	6	10	2	4	8
Iws1	chr18	32067734	32104331	+	36598	1422	1602	1290	2618	2631	2618	1235	1229	1344
Proc	chr18	32123129	32139570	-	16442	1	9	2	3	2	6	1	8	0
Gm26717	chr18	32153476	32160427	+	6952	0	15	0	2	0	0	0	2	0
Map3k2	chr18	32163089	32236751	+	73663	1882	2439	1695	423	476	739	250	252	188
Ercc3	chr18	32240300	32270151	+	29852	572	709	716	1582	1700	1523	999	1155	886
Gm22325	chr18	32293350	32293657	+	308	0	0	0	0	0	0	0	0	0
A830052D11Rik	chr18	32359057	32378284	-	19228	213	200	198	1603	1606	2149	4789	4653	4550
Bin1	chr18	32377217	32435736	+	58520	2297	2301	2290	11643	12124	16074	39988	36699	37945
Gm35060	chr18	32458083	32472589	-	14507	37	114	46	2	0	2	15	14	7
Gm44577	chr18	32462579	32509064	+	46486	38	205	88	4	0	2	32	16	7
Gm20136	chr18	32499500	32500432	-	933	1	10	0	0	0	0	0	0	0
Gypc	chr18	32528322	32560034	-	31713	1969	2765	2347	561	428	409	758	872	666
Gm25826	chr18	32621920	32622056	-	137	0	0	0	0	0	0	0	0	0
4930455D15Rik	chr18	32663642	32837287	-	173646	212	729	235	52	178	154	119	113	87
Tslp	chr18	32815383	32819799	+	4417	154	420	164	2	26	14	43	54	30
Gm26378	chr18	32820693	32820799	+	107	0	0	3	2	1	2	2	0	0
Wdr36	chr18	32837225	32866420	+	29196	838	863	816	1851	4156	4626	1699	2209	1781
Mir6361	chr18	32880573	32880673	-	101	0	0	0	0	0	0	0	0	0
2310026I22Rik	chr18	32915826	32939222	-	23397	7	87	0	1	0	0	6	5	4
Camk4	chr18	32939041	33195767	+	256727	206	427	176	36	16	37	183	69	34
Gm22814	chr18	33004663	33004766	-	104	0	0	0	0	0	0	0	0	0
Stard4	chr18	33199355	33213862	-	14508	367	627	803	545	832	1139	741	906	772
Nrep	chr18	33437019	33464029	-	27011	9259	9587	5283	418	622	886	5238	2752	2790
Gm10549	chr18	33464163	33472448	+	8286	11	16	0	0	0	0	3	0	0
Epb41l4aos	chr18	33794892	33795986	+	1095	178	197	144	943	803	464	177	226	158
Gm23639	chr18	33795164	33795295	+	132	5	11	7	25	25	18	2	6	5
Epb41l4a	chr18	33796327	34007206	-	210880	774	1558	861	133	351	471	204	196	36
Gm22788	chr18	34024220	34024280	-	61	0	0	0	0	0	0	0	0	0
Gm24432	chr18	34093445	34093570	+	126	0	0	0	0	0	0	0	0	0
Gm23411	chr18	34188878	34188939	-	62	0	0	0	0	0	0	0	0	0
Gm10548	chr18	34207775	34221772	-	13998	41	52	61	2	9	19	27	35	4
Apc	chr18	34220924	34322189	+	101266	1262	1695	995	408	687	615	497	475	674
Srp19	chr18	34330847	34336599	+	5753	1656	1518	911	4724	3703	3386	3724	3752	3217
Reep5	chr18	34344889	34373415	-	28527	7142	5792	3901	4350	4894	4229	25805	17773	21063
Pkd2l2	chr18	34409423	34442789	+	33367	335	446	391	132	188	157	357	394	293
Fam13b	chr18	34442352	34506823	-	64472	759	1176	918	204	330	684	420	614	283
n-R5s24	chr18	34509737	34509853	+	117	0	0	0	0	0	0	0	0	0
Wnt8a	chr18	34542313	34548273	+	5961	0	3	0	0	0	0	0	0	0
Nme5	chr18	34562634	34579115	-	16482	60	15	77	3	4	17	108	66	71
4933408B17Rik	chr18	34579846	34597468	-	17623	63	128	98	11	12	39	4	0	0
Brd8	chr18	34598615	34624601	-	25987	1890	2454	2007	3208	4738	4321	1667	1561	1384
Kif20a	chr18	34624624	34633265	+	8642	376	381	388	8956	12082	11041	1797	2492	2520
Cdc23	chr18	34630951	34651735	-	20785	1103	1304	1628	5891	8737	8170	2619	2878	2897
n-R5s25	chr18	34647400	34647518	+	119	0	0	0	0	0	0	0	0	0
Gfra3	chr18	34689903	34720387	-	30485	462	741	554	0	0	44	1	0	3
Cdc25c	chr18	34732997	34751533	-	18537	21	57	17	1544	1284	1029	139	182	147
Gm3550	chr18	34736359	34738014	+	1656	7	8	6	119	91	65	26	22	25
2010110K18Rik	chr18	34751809	34758685	+	6877	1	7	5	56	52	38	9	3	4
Fam53c	chr18	34758906	34773760	+	14855	638	617	626	317	690	675	625	354	441
Kdm3b	chr18	34777008	34839370	+	62363	812	1019	941	395	354	485	254	320	338
Gm26538	chr18	34796895	34803484	-	6590	83	148	54	42	31	46	11	38	21
Reep2	chr18	34840589	34847463	+	6875	73	38	105	430	561	589	682	659	898
Egr1	chr18	34859823	34864984	+	5162	130388	166602	139625	2722	2500	4549	9714	18432	7446
Etf1	chr18	34902785	34932007	-	29223	7727	7798	5130	12207	14746	12243	7189	8204	5673
Hspa9	chr18	34937414	34954357	-	16944	8957	8412	5319	24652	42210	40348	23850	25230	24042
Gm22200	chr18	34941234	34941300	-	67	1	2	0	0	3	0	0	0	0
Gm26109	chr18	34942644	34942713	-	70	4	10	10	3	3	2	0	0	3
Ctnna1	chr18	35118888	35254773	+	135886	8820	10773	8408	4377	14842	15046	16025	10813	13462
Lrrtm2	chr18	35209011	35215024	-	6014	127	221	267	3	70	100	46	32	34
Sil1	chr18	35266400	35498925	-	232526	1678	1623	1337	1019	1015	1115	2320	1907	1863
Gm5239	chr18	35536583	35536951	+	369	68	53	41	258	250	229	143	154	134
Snhg4	chr18	35553371	35558316	+	4946	326	545	481	2731	4187	2218	959	650	435
Gm28285	chr18	35553404	35581609	+	28206	2385	3173	2544	4088	7583	5556	3880	2365	2901
Mir1949	chr18;chr18	35554492;35554567	35554632;35554636	+;+	145	47	83	83	319	587	292	78	26	31
Snora74a	chr18	35557032	35557227	+	196	5	0	0	15	29	9	1	1	2
AC121821.1	chr18	35557132	35557242	+	111	1	0	0	12	22	4	1	3	0
Matr3	chr18	35562146	35593835	+	31690	5175	6245	5578	3008	6313	6758	5464	3352	4800
Gm36989	chr18	35574907	35577066	+	2160	11	19	34	4	20	4	6	2	0
Paip2	chr18	35598617	35617186	+	18570	6252	5759	5043	7762	6589	7227	10915	9047	10674
Slc23a1	chr18	35614604	35627244	-	12641	4071	3863	3391	4861	4191	4753	7016	5849	7026
Mzb1	chr18	35647266	35649367	-	2102	0	21	0	0	0	1	15	3	5
Prob1	chr18	35650351	35655238	-	4888	75	65	46	56	36	220	886	439	573
Spata24	chr18	35656690	35662186	-	5497	89	73	74	183	313	186	175	194	212
Dnajc18	chr18	35671103	35703144	-	32042	796	878	622	318	421	494	1351	953	985
1700066B19Rik	chr18	35703225	35730869	+	27645	678	480	314	154	50	19	129	282	29
Ecscr	chr18	35713086	35722356	-	9271	653	468	253	127	37	10	120	274	17
Tmem173	chr18	35733678	35740554	-	6877	4398	3510	2055	853	655	560	872	1060	724
Gm16490	chr18	35770318	35770668	+	351	2	1	1	0	7	6	1	1	2
Ube2d2a	chr18	35771559	35807172	+	35614	1623	2206	1995	2009	2305	2110	1405	1200	1147
Cxxc5	chr18	35829818	35861687	+	31870	1171	1176	941	3635	3608	3277	3073	1843	2103
Gm29417	chr18	35830389	35831093	-	705	9	18	7	44	46	45	55	32	46
Gm23882	chr18	35952824	35952907	+	84	0	0	0	0	0	0	0	0	0
Psd2	chr18	35964830	36014715	+	49886	24	88	16	0	0	1	1	10	0
Nrg2	chr18	36017707	36197380	-	179674	89	243	95	1	4	14	46	46	0
Pura	chr18	36281097	36289723	+	8627	1010	1325	956	237	254	125	220	116	246
RP24-464B16.1	chr18	36292626	36296041	+	3416	140	124	50	0	19	24	6	7	22
Igip	chr18	36300101	36301517	+	1417	155	220	206	18	54	11	86	48	50
Cystm1	chr18	36345619	36402980	+	57362	3517	5283	4848	623	332	437	2417	2477	1790
Pfdn1	chr18	36403679	36454495	-	50817	1073	1631	1073	5827	4479	4028	4143	4189	3616
Hbegf	chr18	36504929	36515805	-	10877	26451	18505	9544	3233	2303	2485	7444	11428	2758
Slc4a9	chr18	36528157	36541293	+	13137	10	5	2	0	16	0	0	0	0
Ankhd1	chr18	36559987	36665917	+	105931	3516	4716	3898	5012	4702	4344	3204	2880	2571
Gm6542	chr18	36609958	36610729	+	772	729	539	469	4180	3593	3318	2617	2287	2151
Eif4ebp3	chr18	36664060	36665917	+	1858	197	274	179	51	64	48	13	51	14
Sra1	chr18	36666681	36679366	-	12686	2389	2341	1326	4357	3229	2873	3724	3592	2931
Slc35a4	chr18	36679215	36683861	+	4647	2114	2266	1693	11218	11071	9319	5986	5915	7799
E230025N22Rik	chr18	36684923	36695925	-	11003	11	27	23	2	0	0	0	0	0
Cd14	chr18	36725074	36726736	-	1663	361	473	395	140	74	79	109	126	38
Tmco6	chr18	36735068	36742391	+	7324	182	171	202	332	233	302	320	131	297
Ndufa2	chr18	36742332	36744557	-	2226	2417	2622	1869	7447	6176	6143	8940	8955	8076
Ik	chr18	36744656	36757639	+	12984	1740	1854	1137	4603	4835	4143	6125	4892	4939
Wdr55	chr18	36760239	36763708	+	3470	589	466	295	2931	2942	2466	1383	1306	971
Dnd1	chr18	36763671	36766214	-	2544	51	67	44	148	114	96	64	48	44
Hars	chr18	36766530	36783205	-	16676	1853	2036	1378	8039	6384	6032	4089	4925	3451
Hars2	chr18	36783008	36792562	+	9555	685	777	831	2645	2112	2255	1923	1496	1553
Zmat2	chr18	36793923	36799660	+	5738	865	778	637	2845	2629	2422	2329	2177	2163
Vaultrc5	chr18	36801866	36802008	+	143	58	99	87	4	1	4	9	2	1
Gm23424	chr18	36810891	36811000	+	110	0	0	0	0	0	0	0	0	0
Gm6756	chr18	36920396	36922015	+	1620	7	14	7	193	201	184	92	139	77
Pcdha1	chr18	36930184	37187661	+	257478	252	816	231	10	2	14	103	112	2
Gm37751	chr18	36933952	36935149	-	1198	0	4	0	0	0	0	0	0	0
Pcdha2	chr18	36939205	37187657	+	248453	252	786	231	10	2	14	103	112	2
Pcdha3	chr18	36946105	37187657	+	241553	252	786	231	10	2	14	103	112	2
Pcdha4	chr18	36952648	37187661	+	235014	252	775	228	10	2	14	102	112	2
Gm38225	chr18	36952651	36953043	-	393	0	0	0	0	0	0	0	0	0
Gm42416	chr18	36952741	37840200	+	887460	9085	10523	6693	3731	5171	6356	4967	3561	4581
Pcdha5	chr18	36960440	37187657	+	227218	252	762	227	10	2	14	87	112	2
Gm37753	chr18	36967591	36968148	-	558	0	0	0	0	0	0	0	0	0
Pcdha6	chr18	36967631	37187657	+	220027	247	748	227	10	2	14	87	112	2
Gm37013	chr18	36969916	37833296	+	863381	8543	10095	6279	3109	4288	5412	4358	3079	4099
Pcdha7	chr18	36973802	37187657	+	213856	247	744	227	10	2	14	87	112	2
Gm37388	chr18	36975941	37833296	+	857356	8543	10091	6279	3109	4288	5412	4358	3079	4099
Gm36858	chr18	36980057	36989575	+	9519	0	1	0	0	0	0	0	0	0
Pcdha8	chr18	36992371	37187657	+	195287	247	730	226	10	2	14	67	112	2
Pcdha9	chr18	36997880	37187657	+	189778	245	721	226	10	2	14	67	112	2
Pcdha11	chr18;chr18	37005203;37010712	37187657;37187657	+;+	182455	244	714	225	10	2	14	66	112	2
Gm10545	chr18	37008868	37020679	-	11812	2	8	14	0	0	0	0	2	0
Gm18150	chr18	37013848	37014634	+	787	0	3	0	0	0	0	0	0	0
Pcdha12	chr18	37020149	37187657	+	167509	244	693	218	9	2	14	64	92	2
Gm19035	chr18	37079994	37082457	+	2464	0	9	0	0	0	0	0	0	0
Pcdhac1	chr18	37090013	37187657	+	97645	225	437	190	9	2	14	61	84	2
Pcdhac2	chr18	37143503	37187657	+	44155	223	312	128	9	1	14	59	76	0
Gm10544	chr18	37159854	37178522	-	18669	19	83	46	0	1	12	40	3	0
Gm38097	chr18	37172126	37172564	-	439	3	0	0	0	0	0	0	0	0
Pcdhb1	chr18	37264938	37267525	+	2588	0	0	0	0	0	0	0	0	0
Pcdhb2	chr18	37294812	37297624	+	2813	5	0	1	0	13	4	10	0	38
Pcdhb3	chr18	37300799	37304585	+	3787	42	33	57	0	21	39	25	20	31
Gm18529	chr18	37305535	37306791	+	1257	7	29	0	0	0	0	0	0	0
Pcdhb4	chr18	37307455	37311172	+	3718	16	81	60	12	22	11	41	5	10
Pcdhb5	chr18	37320381	37323915	+	3535	16	2	3	1	126	17	79	40	116
Pcdhb6	chr18	37333921	37337674	+	3754	13	31	10	1	20	1	1	0	0
Pcdhb7	chr18	37341702	37345202	+	3501	89	69	3	100	57	41	13	30	125
Pcdhb8	chr18	37355121	37358604	+	3484	67	29	1	18	8	17	55	33	4
Pcdhb9	chr18	37400855	37403909	+	3055	95	6	41	15	27	52	55	1	59
Pcdhb10	chr18	37411664	37414514	+	2851	58	23	23	0	0	0	56	0	0
Pcdhb11	chr18	37421418	37425836	+	4419	49	61	14	1	14	7	126	0	59
Gm37446	chr18	37433412	37437547	-	4136	14	2	0	4	7	2	25	15	38
Gm20162	chr18	37434243	37435113	+	871	0	0	0	0	0	0	0	0	0
Pcdhb12	chr18	37435621	37438654	+	3034	31	5	0	5	11	2	39	20	45
Pcdhb13	chr18	37442500	37446209	+	3710	26	26	19	1	0	1	3	1	7
Pcdhb14	chr18	37447656	37456350	+	8695	315	191	126	22	5	82	172	20	19
Pcdhb15	chr18	37473540	37476340	+	2801	73	73	32	41	9	13	110	68	16
Pcdhb16	chr18	37477814	37483038	+	5225	255	257	174	2	14	20	90	38	145
Pcdhb17	chr18	37484795	37489454	+	4660	441	351	184	39	54	142	204	204	249
Pcdhb18	chr18	37489465	37494505	+	5041	47	22	13	82	18	4	28	8	41
Pcdhb19	chr18	37496991	37504128	+	7138	127	137	54	50	11	99	148	33	100
Pcdhb20	chr18	37504264	37507822	+	3559	293	256	24	16	85	147	261	90	190
Pcdhb21	chr18	37513621	37518325	+	4705	43	159	90	68	37	229	92	99	70
Pcdhb22	chr18	37517871	37524479	+	6609	108	131	31	52	40	86	53	112	66
4930517L18Rik	chr18	37618906	37619766	+	861	0	0	6	0	0	0	0	0	0
Slc25a2	chr18	37637377	37638745	-	1369	4	9	6	0	0	0	10	0	0
Taf7	chr18	37640491	37644204	-	3714	2146	2246	1500	183	164	171	200	479	309
Gm8242	chr18	37652433	37654172	-	1740	126	130	93	465	450	387	412	321	237
3222401L13Rik	chr18	37655451	37661742	+	6292	58	84	68	7	50	43	42	79	130
Pcdhga1	chr18	37661793	37841873	+	180081	7478	6600	5827	4972	7142	7920	4327	3196	4129
Gm37118	chr18	37661952	37662632	-	681	1	14	0	9	3	5	19	0	2
Pcdhga2	chr18	37668953	37841870	+	172918	7468	6508	5693	4948	7119	7907	4260	3194	4096
Pcdhga3	chr18	37674307	37841873	+	167567	7465	6491	5670	4948	7115	7907	4240	3175	4094
Pcdhgb1	chr18	37680233	37841870	+	161638	7385	6434	5651	4947	7104	7900	4206	3140	4094
Pcdhga4	chr18	37685210	37841873	+	156664	6691	5909	5342	4660	6842	7643	4056	2938	3547
Pcdhgb2	chr18	37689828	37841873	+	152046	6570	5819	5252	4561	6834	7615	4032	2891	3494
Pcdhga5	chr18	37694380	37841873	+	147494	6480	5728	5196	4548	6815	7583	4004	2868	3447
Gm24401	chr18	37705979	37706069	+	91	3	0	0	0	0	0	0	0	0
Pcdhga6	chr18	37707039	37841873	+	134835	6184	5379	4790	4479	6751	7399	3877	2834	3365
Gm37165	chr18	37714279	37726121	-	11843	247	309	82	12	98	140	135	46	63
Pcdhga7	chr18	37714764	37841873	+	127110	6092	5273	4736	4457	6744	7392	3851	2829	3363
Pcdhgb4	chr18	37720369	37841870	+	121502	5972	5209	4711	4448	6677	7292	3731	2797	3318
Pcdhga8	chr18;chr18	37725706;37815079	37841873;37841873	+;+	116168	5854	4970	4657	4445	6648	7255	3720	2784	3303
Pcdhgb5	chr18	37731009	37841873	+	110865	5789	4868	4564	4417	6644	7233	3696	2771	3298
Pcdhga9	chr18	37736936	37841870	+	104935	5731	4774	4534	4415	6628	7207	3696	2765	3296
Pcdhgb6	chr18	37742094	37841873	+	99780	5695	4678	4512	4415	6612	7198	3696	2765	3295
Gm26672	chr18	37746559	37768242	-	21684	284	428	285	54	100	163	86	79	33
Pcdhga10	chr18	37746993	37841873	+	94881	5511	4424	4289	4413	6554	7024	3666	2702	3252
Pcdhgb7	chr18	37751600	37841873	+	90274	5491	4407	4242	4401	6539	7007	3652	2653	3249
Pcdhga11	chr18	37755731	37841873	+	86143	5384	4319	4175	4378	6503	6964	3645	2633	3233
Pcdhgb8	chr18;chr18	37761801;37761879	37841870;37840129	+;+	80070	5280	4063	4098	4366	6461	6899	3612	2628	3228
Pcdhga12	chr18	37765580	37841873	+	76294	5257	4022	4061	4364	6459	6894	3611	2628	3224
BC037039	chr18	37805718	37807922	-	2205	245	204	227	430	937	1073	458	248	425
Pcdhgc3	chr18	37806364	37841873	+	35510	5081	3714	3671	4235	6334	6741	3529	2594	3144
Pcdhgc5	chr18	37819513	37841873	+	22361	4290	3028	2979	3323	4555	4711	2735	2102	2341
Gm38182	chr18	37823879	37840382	+	16504	1056	809	762	1038	1566	1714	925	741	813
Gm29994	chr18	37829008	37830200	-	1193	1	16	1	0	0	0	0	0	3
Diaph1	chr18	37843601	37935476	-	91876	1670	2321	1650	601	683	858	293	337	352
Mir6979	chr18	37854605	37854660	-	56	6	11	14	6	7	11	4	5	11
Hdac3	chr18	37935844	37954988	-	19145	1040	1396	740	5487	4625	4508	2729	2733	2699
Rell2	chr18	37955079	37959179	+	4101	59	57	56	32	38	22	17	17	24
Fchsd1	chr18	37957431	37969774	-	12344	89	132	96	155	72	140	82	127	61
Arap3	chr18	37972624	37997574	-	24951	42	55	16	0	20	1	46	2	19
Mir6981	chr18	37974503	37974617	-	115	1	0	0	0	0	0	0	0	0
Mir6980	chr18	37990887	37990945	-	59	0	0	0	0	0	0	2	0	0
Pcdh1	chr18	38185914	38212053	-	26140	401	678	574	61	139	194	228	63	79
2010320O07Rik	chr18	38209772	38229145	+	19374	43	16	16	2	6	4	12	3	4
1700086O06Rik	chr18	38238405	38250565	-	12161	136	116	143	562	399	403	199	153	164
Gm10268	chr18	38244828	38245382	+	555	29	30	20	87	69	89	40	40	35
0610009O20Rik	chr18	38250249	38262629	+	12381	596	583	579	1347	1266	1089	904	624	984
Pcdh12	chr18	38267092	38284402	-	17311	37	43	8	0	0	1	0	0	0
Rnf14	chr18	38296635	38317847	+	21213	2024	2138	1972	3002	4555	4731	5094	4035	3907
Gm23205	chr18	38297939	38298041	+	103	3	8	16	8	18	7	4	1	0
Gnpda1	chr18	38327558	38339003	-	11446	226	247	147	1176	1201	1293	1858	1860	1427
Gm24690	chr18	38356578	38356674	+	97	0	0	0	0	0	0	0	0	0
Ndfip1	chr18	38418975	38464399	+	45425	11284	9489	7796	8680	7480	7509	10995	9402	8828
Spry4	chr18	38586268	38601268	-	15001	2061	2509	2923	311	423	385	189	395	100
Gm27369	chr18	38594158	38594228	+	71	0	0	0	0	0	0	0	0	0
Gm27804	chr18	38594365	38594483	+	119	0	0	0	0	0	0	0	0	0
Arhgap26	chr18	38601534	39376284	+	774751	3864	7165	5777	1304	1041	951	1311	986	1141
Gm19774	chr18	38714400	38714513	+	114	281	246	168	579	455	480	592	443	453
Gm15335	chr18	38717528	38718128	-	601	0	1	0	0	2	1	4	2	2
Gm8302	chr18	38771496	38772347	-	852	3	1	5	7	11	12	6	7	2
Fgf1	chr18	38838673	38929404	-	90732	943	1063	1721	33	10	1	108	37	131
Gm15334	chr18	38993635	38994192	-	558	0	0	0	0	0	0	0	0	0
Gm15336	chr18	39246247	39302690	-	56444	294	524	459	27	12	12	4	6	25
Gm15333	chr18	39341601	39341964	-	364	0	0	19	0	0	0	0	0	0
Gm15337	chr18	39367038	39389425	-	22388	262	226	262	0	7	6	17	18	0
Nr3c1	chr18	39410545	39491301	-	80757	4720	6691	6606	557	535	602	898	911	430
Pabpc2	chr18	39773497	39776082	+	2586	0	5	1	0	1	1	0	1	0
Yipf5	chr18	40204865	40219399	-	14535	3756	3634	2782	3645	3026	3037	2666	4187	2402
2900055J20Rik	chr18	40256962	40257684	+	723	11	15	6	0	0	0	10	26	17
Kctd16	chr18	40258361	40531168	+	272808	184	784	204	3	3	8	155	84	99
Rps19-ps13	chr18	40726269	40726709	+	441	62	51	31	144	128	130	65	86	59
Gm22515	chr18	40801161	40801465	-	305	0	0	0	0	0	0	0	0	0
Gm22483	chr18	40963279	40963552	+	274	0	0	0	0	0	0	0	0	0
Gm44476	chr18	41342281	41342371	-	91	0	0	0	0	0	0	0	0	0
Prelid2	chr18	41875696	41951194	-	75499	128	215	106	135	132	200	834	601	764
Grxcr2	chr18	41986201	41999049	-	12849	0	3	0	0	0	0	0	0	0
Sh3rf2	chr18	42053667	42158960	+	105294	35	169	102	42	3	6	19	45	66
Gm5689	chr18	42173370	42173663	+	294	0	6	0	0	0	0	0	0	0
Plac8l1	chr18	42178675	42196709	-	18035	3	24	19	3	1	1	1	0	1
Lars	chr18	42202350	42262122	-	59773	2417	2674	1926	5624	7538	7358	5746	4117	4998
Rps19-ps4	chr18	42252398	42252835	+	438	941	943	577	3032	2560	2341	1600	1570	1304
Rbm27	chr18	42275353	42341542	+	66190	2141	2145	1748	1131	1539	1524	856	625	479
Gm22697	chr18	42301890	42301952	+	63	78	59	56	59	78	59	63	31	8
Pou4f3	chr18	42394539	42397249	+	2711	0	0	0	0	0	0	0	0	0
Gm16415	chr18	42441019	42441507	+	489	11	8	4	47	40	43	26	20	12
Tcerg1	chr18	42511510	42575551	+	64042	3476	3534	2333	5482	7129	6296	2375	2122	2130
Gm27457	chr18	42574209	42574364	+	156	10	9	11	3	4	4	1	2	6
Gpr151	chr18	42578020	42579652	-	1633	9	0	9	0	16	0	3	0	0
Ppp2r2b	chr18	42637432	43059471	-	422040	907	1625	956	4	3	21	118	51	29
4933407I08Rik	chr18	42935470	42938887	+	3418	23	46	1	0	0	0	0	0	0
Gm22264	chr18	43070300	43070406	-	107	0	0	0	0	0	0	0	0	0
Gm8181	chr18	43171159	43171827	+	669	119	98	113	176	201	218	148	168	145
Stk32a	chr18	43207697	43317481	+	109785	738	900	564	72	32	52	7	7	4
Dpysl3	chr18	43320979	43438286	-	117308	11004	11481	6372	33477	23394	23410	3410	3873	1700
Gm3650	chr18	43472816	43475169	+	2354	18	22	22	5	11	8	11	8	18
Eif3j2	chr18	43475418	43477796	-	2379	1884	1802	1035	2814	2187	2260	2033	1885	1434
Gm27325	chr18	43477704	43477777	-	74	391	435	238	586	410	399	426	348	297
Jakmip2	chr18	43531408	43687773	-	156366	54	155	107	9	50	24	43	34	16
Spink1	chr18	43728069	43737237	-	9169	14	15	30	0	0	0	0	0	0
Gm23894	chr18	43761151	43761463	+	313	0	1	0	0	0	0	0	0	0
Scgb3a2	chr18	43764289	43767399	+	3111	0	4	10	0	0	0	0	0	0
Gm94	chr18	43777196	43792878	-	15683	0	57	2	0	0	0	8	0	0
Spink5	chr18	43963235	44022501	+	59267	2	146	32	0	0	1	5	13	0
Spink14	chr18	44027869	44032208	+	4340	2	0	0	0	0	0	11	0	0
Spink6	chr18	44071393	44083610	+	12218	0	29	3	0	0	0	0	1	0
Spink12	chr18	44104407	44108543	+	4137	0	0	0	0	0	0	0	0	0
Gm37797	chr18	44118774	44118946	+	173	0	0	0	2	0	0	0	0	0
Gm10267	chr18	44156395	44159873	-	3479	0	37	5	0	0	0	0	0	0
Spinkl	chr18	44166358	44175073	-	8716	10	9	0	0	0	0	0	1	0
Spink11	chr18	44190045	44196177	-	6133	12	0	0	0	0	0	0	0	0
Gm10542	chr18	44201264	44206018	+	4755	0	2	0	0	0	0	0	0	0
Npy6r	chr18	44270127	44277700	+	7574	8	10	0	0	0	0	0	4	0
Myot	chr18	44334074	44355724	+	21651	104	63	14	90	26	56	6848	3255	4591
Dcp2	chr18	44380502	44424969	+	44468	275	331	222	821	818	715	261	148	166
Mcc	chr18	44425060	44812182	-	387123	1040	2121	1008	144	207	301	164	179	88
A930012L18Rik	chr18	44661665	44676271	+	14607	34	119	26	2	10	31	0	0	0
Gm43425	chr18	44821769	44825059	+	3291	3	23	0	0	0	9	0	0	0
Ythdc2	chr18	44827746	44889724	+	61979	456	998	511	287	241	243	188	205	104
Gm26928	chr18	45089326	45090314	-	989	0	0	0	0	0	0	0	0	0
Kcnn2	chr18	45268860	45686024	+	417165	260	805	206	60	47	47	96	65	20
